1,Knights,1,1,0,0,0,20,0,20,2
2,Raiders,1,1,0,0,0,24,6,18,2
3,Storm,1,1,0,0,0,18,4,14,2
4,Wests Tigers,1,1,0,0,0,24,14,10,2
5,Broncos,1,1,0,0,0,28,21,7,2
6,Eels,1,1,0,0,0,8,2,6,2
7,Panthers,1,1,0,0,0,20,14,6,2
8,Rabbitohs,1,1,0,0,0,22,18,4,2
9,Sharks,1,0,0,1,0,18,22,-4,0
10,Bulldogs,1,0,0,1,0,2,8,-6,0
11,Roosters,1,0,0,1,0,14,20,-6,0
12,Cowboys,1,0,0,1,0,21,28,-7,0
13,Dragons,1,0,0,1,0,14,24,-10,0
14,Sea Eagles,1,0,0,1,0,4,18,-14,0
15,Titans,1,0,0,1,0,6,24,-18,0
16,Warriors,1,0,0,1,0,0,20,-20,0
